Series Name,Series Code,Country Name,Country Code,2018 [YR2018]
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Afghanistan,AFG,2432.27670083336
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Albania,ALB,13696.7885617842
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Algeria,DZA,13727.1266357859
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,American Samoa,ASM,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Andorra,AND,55244.6554088177
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Angola,AGO,7347.79993635052
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Antigua and Barbuda,ATG,24524.2137953887
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Argentina,ARG,24410.3919063335
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Armenia,ARM,12877.4937543553
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Aruba,ABW,39287.0195169703
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Australia,AUS,50183.6898127634
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Austria,AUT,56636.4953030539
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Azerbaijan,AZE,15282.9995232298
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Bahamas, The",BHS,34668.809181369
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Bahrain,BHR,51993.1307818652
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Bangladesh,BGD,5490.15881865179
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Barbados,BRB,18551.1686491129
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Belarus,BLR,20026.0306698699
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Belgium,BEL,52466.7330784599
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Belize,BLZ,9527.70914005255
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Benin,BEN,2965.30628143664
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Bermuda,BMU,85978.2177227009
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Bhutan,BTN,11969.5614973058
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Bolivia,BOL,8952.58785283125
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Bosnia and Herzegovina,BIH,14858.5348129737
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Botswana,BWA,15785.819633781
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Brazil,BRA,15463.7426396097
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,British Virgin Islands,VGB,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Brunei Darussalam,BRN,65148.8264520382
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Bulgaria,BGR,22977.688151421
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Burkina Faso,BFA,2073.3235382155
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Burundi,BDI,753.455516066195
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Cabo Verde,CPV,7916.42115326174
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Cambodia,KHM,5616.98087023303
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Cameroon,CMR,4010.76360069526
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Canada,CAN,49982.5999118348
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Cayman Islands,CYM,71811.8917405219
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Central African Republic,CAF,905.817788941094
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Chad,TCD,1633.63788883194
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Channel Islands,CHI,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Chile,CHL,25305.0903462611
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,China,CHN,16006.9131210004
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Colombia,COL,15239.4049488277
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Comoros,COM,3304.54845189025
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Congo, Dem. Rep.",COD,1069.28163391342
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Congo, Rep.",COG,5593.19370578686
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Costa Rica,CRI,21498.0350746836
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Cote d'Ivoire,CIV,4945.62520575915
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Croatia,HRV,29789.1942638744
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Cuba,CUB,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Curacao,CUW,24623.0413085512
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Cyprus,CYP,40925.36328125
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Czechia,CZE,41638.1831076598
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Denmark,DNK,57233.6231685615
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Djibouti,DJI,5083.11438886705
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Dominica,DMA,13307.451499265
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Dominican Republic,DOM,18113.539179722
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Ecuador,ECU,12186.8847218273
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Egypt, Arab Rep.",EGY,12329.2446781436
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,El Salvador,SLV,9203.76216310773
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Equatorial Guinea,GNQ,18413.1294204577
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Eritrea,ERI,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Estonia,EST,37120.9879761679
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Eswatini,SWZ,8564.15557183006
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Ethiopia,ETH,2095.31797038653
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Faroe Islands,FRO,58930.8202815502
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Fiji,FJI,13225.9194522037
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Finland,FIN,49248.6775395868
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,France,FRA,46381.0590629455
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,French Polynesia,PYF,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Gabon,GAB,15432.0430535353
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Gambia, The",GMB,2277.44236224191
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Georgia,GEO,15021.9057577433
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Germany,DEU,56273.0405627015
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Ghana,GHA,5536.49795400218
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Gibraltar,GIB,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Greece,GRC,29792.0592519585
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Greenland,GRL,61806.8271308174
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Grenada,GRD,15974.8591933124
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Guam,GUM,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Guatemala,GTM,9946.80385923331
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Guinea,GIN,2844.46427670549
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Guinea-Bissau,GNB,2057.96969129146
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Guyana,GUY,12442.5087185876
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Haiti,HTI,3196.97386370614
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Honduras,HND,5633.3832384519
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Hong Kong SAR, China",HKG,60900.2752924537
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Hungary,HUN,31908.863454349
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Iceland,ISL,57197.7676247173
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,India,IND,6714.96639877754
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Indonesia,IDN,11372.0971987612
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Iran, Islamic Rep.",IRN,14839.5691945218
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Iraq,IRQ,12034.4011214944
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Ireland,IRL,86843.7709423016
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Isle of Man,IMN,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Israel,ISR,40067.2235719904
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Italy,ITA,43190.5958275406
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Jamaica,JAM,10035.2797738175
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Japan,JPN,42141.9352987759
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Jordan,JOR,9042.39781871198
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Kazakhstan,KAZ,25096.1285862615
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Kenya,KEN,4411.56104120886
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Kiribati,KIR,2671.76190653134
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Korea, Dem. People's Rep.",PRK,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Korea, Rep.",KOR,43044.2917633371
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Kosovo,XKX,10018.7387080811
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Kuwait,KWT,51370.7320487321
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Kyrgyz Republic,KGZ,4777.94212467918
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Lao PDR,LAO,7486.86452700433
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Latvia,LVA,29817.8047263182
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Lebanon,LBN,21985.4884702241
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Lesotho,LSO,2632.28775223004
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Liberia,LBR,1799.72751397748
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Libya,LBY,18879.3151301984
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Liechtenstein,LIE,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Lithuania,LTU,36721.9325501206
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Luxembourg,LUX,116498.512080919
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Macao SAR, China",MAC,129726.754015517
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Madagascar,MDG,1546.59563549795
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Malawi,MWI,1363.79445595088
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Malaysia,MYS,27793.5674222948
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Maldives,MDV,21899.4292993843
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Mali,MLI,2249.86222959248
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Malta,MLT,48105.9501306108
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Marshall Islands,MHL,5232.20524861864
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Mauritania,MRT,5429.23223059784
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Mauritius,MUS,23068.2409674878
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Mexico,MEX,20921.4775277572
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Micronesia, Fed. Sts.",FSM,3525.34462623042
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Moldova,MDA,11868.1955463223
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Monaco,MCO,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Mongolia,MNG,12317.4824277695
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Montenegro,MNE,21513.2650282079
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Morocco,MAR,7801.0986328125
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Mozambique,MOZ,1325.58695568953
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Myanmar,MMR,5581.2769545815
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Namibia,NAM,9853.73533646074
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Nauru,NRU,9740.42851222762
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Nepal,NPL,3956.12461094443
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Netherlands,NLD,58819.2609142582
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,New Caledonia,NCL,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,New Zealand,NZL,42499.3779260836
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Nicaragua,NIC,5935.17285288641
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Niger,NER,1275.99643935327
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Nigeria,NGA,5083.17233102207
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,North Macedonia,MKD,18460.4426347032
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Northern Mariana Islands,MNP,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Norway,NOR,70253.8463693386
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Oman,OMN,37780.3308327271
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Pakistan,PAK,4979.3734961655
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Palau,PLW,17879.4531048174
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Panama,PAN,32463.540359127
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Papua New Guinea,PNG,3909.91572968075
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Paraguay,PRY,14139.0931267561
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Peru,PER,13078.2323503405
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Philippines,PHL,8357.74357925067
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Poland,POL,32345.1066076225
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Portugal,PRT,34896.7993382975
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Puerto Rico,PRI,34733.9955529873
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Qatar,QAT,110032.713236323
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Romania,ROU,29586.4998309669
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Russian Federation,RUS,28628.5625
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Rwanda,RWA,2125.49522712839
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Samoa,WSM,6318.26977281397
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,San Marino,SMR,54460.9058332865
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sao Tome and Principe,STP,3941.03280858409
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Saudi Arabia,SAU,56700.0649572356
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Senegal,SEN,3380.21596529445
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Serbia,SRB,18468.9900714971
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Seychelles,SYC,32091.2988657346
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sierra Leone,SLE,2640.47566787646
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Singapore,SGP,103899.678923546
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sint Maarten (Dutch part),SXM,41653.2008964784
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Slovak Republic,SVK,31509.8187291635
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Slovenia,SVN,38620.2045436305
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Solomon Islands,SLB,2493.9776915795
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Somalia,SOM,1551.61461554673
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,South Africa,ZAF,13347.3634826038
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,South Sudan,SSD,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Spain,ESP,41001.3588703988
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sri Lanka,LKA,14178.0225365529
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,St. Kitts and Nevis,KNA,30794.8986482634
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,St. Lucia,LCA,17433.3636909756
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,St. Martin (French part),MAF,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,St. Vincent and the Grenadines,VCT,14689.8500710886
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sudan,SDN,4199.25048828125
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Suriname,SUR,17855.4787141437
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Sweden,SWE,53122.438677218
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Switzerland,CHE,70688.8187491194
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Syrian Arab Republic,SYR,3455.89227013449
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Tajikistan,TJK,3069.10385079592
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Tanzania,TZA,2727.88012695313
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Thailand,THA,18876.2208766741
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Timor-Leste,TLS,3561.28770455766
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Togo,TGO,2067.09131262388
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Tonga,TON,6402.7575876172
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Trinidad and Tobago,TTO,29497.0703863565
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Tunisia,TUN,11841.4061980603
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Turkiye,TUR,28299.395541248
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Turkmenistan,TKM,14368.4621432532
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Turks and Caicos Islands,TCA,26752.9638583615
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Tuvalu,TUV,4431.71970221901
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Uganda,UGA,2312.05752813495
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Ukraine,UKR,12554.8486328125
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,United Arab Emirates,ARE,75071.1800501443
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,United Kingdom,GBR,47090.4848967293
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,United States,USA,63201.0458483768
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Uruguay,URY,24386.4944489963
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Uzbekistan,UZB,8128.75520303523
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Vanuatu,VUT,3232.94825794501
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Venezuela, RB",VEN,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Viet Nam,VNM,10009.9714756006
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Virgin Islands (U.S.),VIR,36746.4868901838
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,West Bank and Gaza,PSE,6215.81647317396
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Yemen, Rep.",YEM,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Zambia,ZMB,3442.27307196302
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Zimbabwe,ZWE,2614.40627109802
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 04/15/2025,,,,
